Gene ID (EcoCyc)	Gene locus ID	Gene name	RNA type	Category	Macklin et al. (2020)	Latest version (20220602)	Description	Belongs in metabolism	proposed category	reaction flux in sim?	enzyme present in sim?	general enzyme	Activity expected
G7086	b2006	yeeW	mRNA	Uncategorized	FALSE	FALSE							
G7088	b2015	yeeY	mRNA	Unknown function	FALSE	FALSE							
G7089	b2016	yeeZ	mRNA	Unknown function	FALSE	FALSE							
EG12844	b2017	yefM	mRNA	Uncategorized	FALSE	FALSE							
EG12200	b2069	yegD	mRNA	Uncategorized	FALSE	FALSE							
G7108	b2063	yegH	mRNA	Unknown function	FALSE	FALSE							
G7109	b2070	yegI	mRNA	Unknown function	FALSE	FALSE							
G7110	b2071	yegJ	mRNA	Unknown function	FALSE	FALSE							
G7112	b2073	yegL	mRNA	Unknown function	FALSE	FALSE							
G7117	b2080	yegP	mRNA	Unknown function	FALSE	FALSE							
G7122	b2085	yegR	mRNA	Unknown function	FALSE	FALSE							
G7123	b2086	yegS	mRNA	Metabolism	TRUE	TRUE							
G7130	b2098	yegT	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7131	b2099	yegU	mRNA	Unknown function	FALSE	FALSE							
G7132	b2100	yegV	mRNA	Unknown function	FALSE	FALSE							
G7133	b2101	yegW	mRNA	Unknown function	FALSE	FALSE							
G7134	b2102	yegX	mRNA	Unknown function	FALSE	FALSE							
G7120	b2083	yegZ	pseudo	Uncategorized	FALSE	FALSE							
EG11987	b2108	yehA	mRNA	Unknown function	FALSE	FALSE							
EG11988	b2109	yehB	mRNA	Unknown function	FALSE	FALSE							
EG11989	b2110	yehC	mRNA	Unknown function	FALSE	FALSE							
EG11990	b2111	yehD	mRNA	Unknown function	FALSE	FALSE							
EG11991	b2112	yehE	mRNA	Unknown function	FALSE	FALSE							
EG11992	b2115	yehF	mRNA	Uncategorized	FALSE	FALSE							
G8208	b2116	yehH	pseudo	Uncategorized	FALSE	FALSE							
EG11995	b2118	yehI	mRNA	Unknown function	FALSE	FALSE							
G0-10458	b4541	yehK	mRNA	Unknown function	FALSE	FALSE							
EG11998	b2119	yehL	mRNA	Unknown function	FALSE	FALSE							
EG11999	b2120	yehM	mRNA	Unknown function	FALSE	FALSE							
EG12002	b2121	yehP	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12003	b2122	yehQ	mRNA	Uncategorized	FALSE	FALSE							
EG12004	b2123	yehR	mRNA	Unknown function	FALSE	FALSE							
EG12005	b2124	yehS	mRNA	Unknown function	FALSE	FALSE							
EG12009	b2128	yehW	mRNA	Metabolism	FALSE	TRUE	glycine betaine transport	y					c
EG12010	b2129	yehX	mRNA	Metabolism	FALSE	TRUE	glycine betaine transport	y					c
EG12011	b2130	yehY	mRNA	Metabolism	FALSE	TRUE	glycine betaine transport	y					c
EG11290	b2152	yeiB	mRNA	Unknown function	FALSE	FALSE							
EG12105	b2157	yeiE	mRNA	Transcription regulation	FALSE	FALSE							
EG12026	b2154	yeiG	mRNA	Metabolism	TRUE	TRUE							
EG12027	b2158	yeiH	mRNA	Unknown function	FALSE	FALSE							
EG12028	b2160	yeiI	mRNA	Unknown function	FALSE	FALSE							
EG12031	b2163	yeiL	mRNA	Transcription regulation	FALSE	FALSE							
EG12035	b2171	yeiP	mRNA	Unknown function	FALSE	FALSE							
EG12036	b2172	yeiQ	mRNA	Unknown function	FALSE	FALSE							
EG12104	b2173	yeiR	mRNA	Unknown function	FALSE	TRUE							
G7144	b2145	yeiS	mRNA	Unknown function	FALSE	FALSE							
G0-10511	b4502	yeiW	mRNA	Unknown function	FALSE	FALSE							
EG12037	b2177	yejA	mRNA	Microcin transporter	TRUE	TRUE							
EG12038	b2178	yejB	mRNA	Microcin transporter	TRUE	TRUE							
EG12040	b2179	yejE	mRNA	Microcin transporter	TRUE	TRUE							
EG12041	b2180	yejF	mRNA	Microcin transporter	TRUE	TRUE							
EG12042	b2181	yejG	mRNA	Unknown function	FALSE	FALSE							
EG12048	b2186	yejK	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12043	b2187	yejL	mRNA	Unknown function	FALSE	FALSE							
EG12051	b2190	yejO	pseudo	Uncategorized	FALSE	FALSE							
EG11142	b2230	yfaA	mRNA	Unknown function	FALSE	FALSE							
EG12360	b2236	yfaE	mRNA	Uncategorized	FALSE	FALSE							
EG12881	b2238	yfaH	pseudo	Uncategorized	FALSE	FALSE							
EG12850	b2233	yfaL	mRNA	Uncategorized	FALSE	FALSE							
G7152	b2225	yfaP	mRNA	Unknown function	FALSE	FALSE							
G7153	b2226	yfaQ	mRNA	Unknown function	FALSE	FALSE							
G7155	b2228	yfaS	pseudo	Uncategorized	FALSE	FALSE							
G7156	b2229	yfaT	mRNA	Unknown function	FALSE	FALSE							
G7158	b2245	yfaU	mRNA	Metabolism	TRUE	TRUE							
G7159	b2246	yfaV	mRNA	Unknown function	FALSE	FALSE							
G7161	b2248	yfaX	mRNA	Unknown function	FALSE	FALSE							
G7162	b2249	yfaY	mRNA	Unknown function	FALSE	FALSE							
G7163	b2250	yfaZ	mRNA	Unknown function	FALSE	FALSE							
G7177	b2270	yfbK	mRNA	Unknown function	FALSE	FALSE							
G7178	b2271	yfbL	mRNA	Unknown function	FALSE	FALSE							
G7179	b2272	yfbM	mRNA	Unknown function	FALSE	FALSE							
G7180	b2273	yfbN	mRNA	Unknown function	FALSE	FALSE							
G7181	b2274	yfbO	mRNA	Unknown function	FALSE	FALSE							
G7182	b2275	yfbP	mRNA	Unknown function	FALSE	FALSE							
G7185	b2291	yfbR	mRNA	Metabolism	TRUE	TRUE							
G7186	b2292	yfbS	mRNA	Unknown function	FALSE	FALSE							
G7188	b2294	yfbU	mRNA	Unknown function	FALSE	FALSE							
G7189	b2295	yfbV	mRNA	Unknown function	FALSE	FALSE							
EG11144	b2327	yfcA	mRNA	Unknown function	FALSE	FALSE							
G7190	b2298	yfcC	mRNA	Unknown function	FALSE	FALSE							
G7191	b2299	yfcD	mRNA	Unknown function	FALSE	FALSE							
G7192	b2300	yfcE	mRNA	Unknown function	FALSE	FALSE							
G7193	b2301	yfcF	mRNA	Metabolism	FALSE	FALSE							
G7194	b2302	yfcG	mRNA	Metabolism	FALSE	FALSE							
G7196	b2304	yfcH	mRNA	Unknown function	FALSE	FALSE							
G7198	b2322	yfcJ	mRNA	Unknown function	FALSE	FALSE							
G7200	b2325	yfcL	mRNA	Unknown function	FALSE	FALSE							
G7203	b2332	yfcO	mRNA	Unknown function	FALSE	FALSE							
G7204	b2333	yfcP	mRNA	Unknown function	FALSE	FALSE							
G7205	b2334	yfcQ	mRNA	Unknown function	FALSE	FALSE							
G7206	b2335	yfcR	mRNA	Unknown function	FALSE	FALSE							
G7207	b2336	yfcS	mRNA	Unknown function	FALSE	FALSE							
G7209	b2338	yfcU	pseudo	Uncategorized	FALSE	FALSE							
G7210	b2339	yfcV	mRNA	Unknown function	FALSE	FALSE							
G7214	b2343	yfcZ	mRNA	Unknown function	FALSE	FALSE							
G7217	b2347	yfdC	mRNA	Unknown function	FALSE	FALSE							
G7234	b2371	yfdE	mRNA	Unknown function	TRUE	TRUE							
G7215	b2345	yfdF	mRNA	Unknown function	FALSE	FALSE							
G7219	b2350	yfdG	mRNA	Unknown function	FALSE	FALSE							
G7220	b2351	yfdH	mRNA	Unknown function	FALSE	TRUE							
G7221	b2352	yfdI	mRNA	Unknown function	FALSE	FALSE							
G7223	b2354	yfdK	mRNA	Unknown function	FALSE	FALSE							
G7224	b2355	yfdL	pseudo	Uncategorized	FALSE	FALSE							
G7225	b2356	yfdM	mRNA	Uncategorized	FALSE	FALSE							
G7226	b2357	yfdN	mRNA	Unknown function	FALSE	FALSE							
G7227	b2358	yfdO	mRNA	Uncategorized	FALSE	FALSE							
G7228	b2359	yfdP	mRNA	Unknown function	FALSE	FALSE							
G7229	b2360	yfdQ	mRNA	Unknown function	FALSE	FALSE							
G7230	b2361	yfdR	mRNA	Unknown function	TRUE	TRUE							
G7231	b2362	yfdS	mRNA	Unknown function	FALSE	FALSE							
G7232	b2363	yfdT	mRNA	Unknown function	FALSE	FALSE							
G7235	b2372	yfdV	mRNA	Unknown function	FALSE	FALSE							
G7238	b2375	yfdX	mRNA	Unknown function	FALSE	FALSE							
G7240	b2377	yfdY	mRNA	Unknown function	FALSE	FALSE							
EG11431	b2398	yfeC	mRNA	Unknown function	FALSE	FALSE							
EG11432	b2399	yfeD	mRNA	Unknown function	FALSE	FALSE							
EG12376	b2410	yfeH	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7260	b2419	yfeK	mRNA	Unknown function	FALSE	FALSE							
G7256	b2408	yfeN	mRNA	Unknown function	FALSE	FALSE							
G7251	b2389	yfeO	mRNA	Unknown function	FALSE	FALSE							
G7257	b2409	yfeR	mRNA	Unknown function	FALSE	FALSE							
G7261	b2420	yfeS	mRNA	Unknown function	FALSE	FALSE							
G7265	b2430	yfeW	mRNA	Antibiotic resistance	FALSE	TRUE							
G7266	b2431	yfeX	mRNA	Iron storage protein	TRUE	TRUE							
G7267	b2432	yfeY	mRNA	Unknown function	FALSE	FALSE							
G7268	b2433	yfeZ	mRNA	Unknown function	FALSE	FALSE							
EG11147	b2471	yffB	mRNA	Unknown function	FALSE	FALSE							
G7273	b2443	yffL	mRNA	Unknown function	FALSE	FALSE							
G7274	b2444	yffM	mRNA	Unknown function	FALSE	FALSE							
G7275	b2445	yffN	mRNA	Unknown function	FALSE	FALSE							
G7276	b2446	yffO	mRNA	Unknown function	FALSE	FALSE							
G7277	b2447	yffP	mRNA	Unknown function	FALSE	FALSE							
G7278	b2448	yffQ	mRNA	Unknown function	FALSE	FALSE							
G7279	b2449	yffR	mRNA	Unknown function	FALSE	FALSE							
G7280	b2450	yffS	mRNA	Unknown function	FALSE	FALSE							
G7312	b2495	yfgD	mRNA	Unknown function	FALSE	FALSE							
G7315	b2504	yfgG	mRNA	Unknown function	FALSE	FALSE							
G7316	b2505	yfgH	mRNA	Unknown function	FALSE	FALSE							
G7317	b2506	yfgI	mRNA	Unknown function	FALSE	FALSE							
G7318	b2510	yfgJ	mRNA	Unknown function	FALSE	FALSE							
G7321	b2513	yfgM	mRNA	Unknown function	FALSE	FALSE							
G7310	b2493	yfgO	mRNA	Unknown function	FALSE	FALSE							
EG12308	b2561	yfhH	mRNA	Unknown function	FALSE	FALSE							
G7346	b2562	yfhL	mRNA	Unknown function	FALSE	FALSE							
G7323	b2520	yfhM	mRNA	Defense response	FALSE	FALSE							
G7328	b2534	yfhR	mRNA	Unknown function	FALSE	FALSE							
EG11152	b2605	yfiB	mRNA	Unknown function	FALSE	FALSE							
EG11538	b2575	yfiC	mRNA	tRNA modification	FALSE	TRUE							
EG11785	b2577	yfiE	mRNA	Unknown function	FALSE	FALSE							
EG11786	b2581	yfiF	mRNA	Unknown function	FALSE	FALSE							
EG12097	b2593	yfiH	mRNA	Unknown function	FALSE	TRUE							
EG12446	b2602	yfiL	mRNA	Unknown function	FALSE	FALSE							
EG12857	b2586	yfiM	mRNA	Unknown function	FALSE	FALSE							
G7354	b2603	yfiR	mRNA	Unclear/under-characterized	FALSE	FALSE							
G0-17029	b4783	yfiS	mRNA	Uncategorized	FALSE	FALSE							
EG12442	b2612	yfjD	mRNA	Unknown function	FALSE	FALSE							
G7357	b2618	yfjF	mRNA	Unknown function	FALSE	FALSE							
G7359	b2623	yfjH	mRNA	Unknown function	FALSE	FALSE							
G7360	b2625	yfjI	mRNA	Unknown function	FALSE	FALSE							
G7361	b2626	yfjJ	mRNA	Unknown function	FALSE	FALSE							
G7364	b2629	yfjM	mRNA	Unknown function	FALSE	FALSE							
G7367	b2632	yfjP	mRNA	Unknown function	FALSE	FALSE							
G7368	b2633	yfjQ	mRNA	Unknown function	FALSE	FALSE							
G7369	b2634	yfjR	mRNA	Unknown function	FALSE	FALSE							
G7371	b2636	yfjS	mRNA	Unknown function	FALSE	FALSE							
G7372	b2637	yfjT	mRNA	Unknown function	FALSE	FALSE							
G7373	b2638	yfjU	mRNA	Uncategorized	FALSE	FALSE							
G7376	b2640	yfjV	pseudo	Uncategorized	FALSE	FALSE							
G7377	b2642	yfjW	mRNA	Unknown function	FALSE	FALSE							
G7378	b2643	yfjX	mRNA	Unknown function	FALSE	FALSE							
G7379	b2644	yfjY	mRNA	Unknown function	FALSE	FALSE							
G7380	b2645	yfjZ	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12201	b2671	ygaC	mRNA	Unknown function	FALSE	FALSE							
G7406	b2683	ygaH	mRNA	Metabolism	TRUE	TRUE							
G7400	b2672	ygaM	mRNA	Unknown function	FALSE	FALSE							
G7398	b2668	ygaP	mRNA	Unknown function	FALSE	FALSE							
G7389	b2656	ygaQ	pseudo	Uncategorized	FALSE	FALSE							
G7397	b2667	ygaV	mRNA	Unknown function	FALSE	FALSE							
G7403	b2680	ygaY	pseudo	Uncategorized	FALSE	FALSE							
G7405	b2682	ygaZ	mRNA	Metabolism	TRUE	TRUE							
EG11287	b2732	ygbA	mRNA	Unknown function	FALSE	FALSE							
EG12707	b2749	ygbE	mRNA	Unknown function	FALSE	FALSE							
G7416	b2735	ygbI	mRNA	Transcription regulation	FALSE	FALSE							
G7417	b2736	ygbJ	mRNA	Unknown function	FALSE	FALSE							
G7418	b2737	ygbK	mRNA	Unknown function	FALSE	FALSE							
G7419	b2738	ygbL	mRNA	Metabolism	FALSE	FALSE							
G7420	b2739	ygbM	mRNA	Unknown function	FALSE	FALSE							
G7421	b2740	ygbN	mRNA	Unknown function	FALSE	FALSE							
G7442	b2776	ygcE	mRNA	Unknown function	FALSE	FALSE							
G7444	b2778	ygcG	mRNA	Unknown function	FALSE	FALSE							
G7432	b2766	ygcN	mRNA	Unknown function	FALSE	FALSE							
G7433	b2767	ygcO	mRNA	Unknown function	FALSE	FALSE							
G7434	b2768	ygcP	mRNA	Unknown function	FALSE	FALSE							
G7435	b2769	ygcQ	mRNA	Unknown function	FALSE	FALSE							
G7436	b2770	ygcR	mRNA	Unknown function	FALSE	FALSE							
G7437	b2771	ygcS	mRNA	Unknown function	FALSE	FALSE							
G7439	b2772	ygcU	mRNA	Unknown function	FALSE	FALSE							
G7440	b2774	ygcW	mRNA	Unknown function	FALSE	FALSE							
EG11155	b2824	ygdB	mRNA	Unknown function	FALSE	FALSE							
EG11793	b2807	ygdD	mRNA	Unknown function	FALSE	FALSE							
EG12372	b2798	ygdG	mRNA	Unknown function	FALSE	FALSE							
G7453	b2809	ygdI	mRNA	Unknown function	FALSE	FALSE							
G7460	b2832	ygdQ	mRNA	Unknown function	FALSE	FALSE							
G7461	b2833	ygdR	mRNA	Unknown function	FALSE	FALSE							
G0-10601	b4610	ygdT	mRNA	Uncategorized	FALSE	FALSE							
EG11157	b2840	ygeA	mRNA	Unknown function	FALSE	TRUE							
G7470	b2850	ygeF	pseudo	Uncategorized	FALSE	FALSE							
G7471	b2851	ygeG	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7472	b2852	ygeH	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7473	b2853	ygeI	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7475	b2855	ygeK	pseudo	Uncategorized	FALSE	FALSE							
G7476	b2856	ygeL	pseudo	Uncategorized	FALSE	FALSE							
G7478	b2857	ygeN	pseudo	Uncategorized	FALSE	FALSE							
G7479	b2859	ygeO	pseudo	Uncategorized	FALSE	FALSE							
G7482	b2862	ygeP	pseudo	Uncategorized	FALSE	FALSE							
G7483	b2863	ygeQ	mRNA	Uncategorized	FALSE	FALSE							
G7488	b2869	ygeV	mRNA	Unknown function	FALSE	FALSE							
G7489	b2870	ygeW	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7490	b2871	ygeX	mRNA	Metabolism	FALSE	TRUE	catabolism of non-ribosomal peptide precursor, carbon source	y					n
G7491	b2872	ygeY	mRNA	Unknown function	FALSE	FALSE							
EG11323	b2909	ygfB	mRNA	Unknown function	FALSE	FALSE							
G7514	b2902	ygfF	mRNA	Unknown function	FALSE	FALSE							
G7518	b2921	ygfI	mRNA	Unknown function	FALSE	FALSE							
G7497	b2878	ygfK	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7499	b2880	ygfM	mRNA	Unknown function	FALSE	FALSE							
G7505	b2886	ygfS	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7506	b2887	ygfT	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7509	b2896	ygfX	mRNA	Toxin/antitoxin	FALSE	FALSE							
G7511	b2898	ygfZ	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11161	b2928	yggC	mRNA	Unknown function	FALSE	FALSE							
EG11244	b2922	yggE	mRNA	Stress response	FALSE	FALSE							
EG11245	b2930	yggF	mRNA	Metabolism	TRUE	TRUE							
EG12122	b2944	yggI	mRNA	Unknown function	FALSE	FALSE							
EG12443	b2959	yggL	mRNA	Unknown function	FALSE	FALSE							
EG12704	b2956	yggM	mRNA	Unknown function	FALSE	FALSE							
EG12705	b2958	yggN	mRNA	Unknown function	FALSE	FALSE							
G7520	b2931	yggP	mRNA	Unknown function	FALSE	FALSE							
G7526	b2950	yggR	mRNA	Unknown function	FALSE	FALSE							
G7527	b2951	yggS	mRNA	Unknown function	FALSE	FALSE							
G7528	b2952	yggT	mRNA	Unknown function	FALSE	FALSE							
G7529	b2953	yggU	mRNA	Unknown function	FALSE	FALSE							
G7532	b2962	yggX	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11292	b3003	yghA	mRNA	Unknown function	TRUE	TRUE							
EG11824	b3009	yghB	mRNA	Unknown function	FALSE	FALSE							
G7535	b2968	yghD	mRNA	Unknown function	FALSE	FALSE							
G7536	b2969	yghE	mRNA	Uncategorized	FALSE	FALSE							
G7537	b2970	yghF	mRNA	Uncategorized	FALSE	FALSE							
G7538	b2971	yghG	mRNA	Unknown function	FALSE	FALSE							
G7541	b2974	yghJ	mRNA	Uncategorized	FALSE	FALSE							
G7547	b2981	yghO	mRNA	Uncategorized	FALSE	FALSE							
G7549	b2983	yghQ	mRNA	Unknown function	FALSE	FALSE							
G7550	b2984	yghR	mRNA	Unknown function	FALSE	FALSE							
G7551	b2985	yghS	mRNA	Unknown function	FALSE	FALSE							
G7552	b2986	yghT	mRNA	Unknown function	FALSE	FALSE							
G7553	b2989	yghU	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7555	b2998	yghW	mRNA	Unknown function	FALSE	FALSE							
G7557	b2999	yghX	pseudo	Uncategorized	FALSE	FALSE							
EG11163	b3036	ygiA	phantom	Uncategorized	FALSE	FALSE							
EG11164	b3037	ygiB	mRNA	Unknown function	FALSE	FALSE							
EG11165	b3038	ygiC	mRNA	Unknown function	FALSE	FALSE							
EG11166	b3039	ygiD	mRNA	Unclear/under-characterized	FALSE	TRUE							
EG11603	b3054	ygiF	mRNA	Unknown function	TRUE	TRUE							
EG12363	b3043	ygiL	mRNA	Unknown function	FALSE	FALSE							
EG12434	b3055	ygiM	mRNA	Unknown function	FALSE	FALSE							
EG12657	b3029	ygiN	mRNA	Metabolism	FALSE	FALSE							
G7568	b3016	ygiQ	mRNA	Uncategorized	FALSE	FALSE							
G7570	b3020	ygiS	mRNA	Unknown function	FALSE	FALSE							
G7573	b3023	ygiV	mRNA	Transcription regulation	FALSE	FALSE							
G7574	b3024	ygiW	mRNA	Stress response	FALSE	FALSE							
G7577	b3027	ygiZ	mRNA	Unknown function	FALSE	FALSE							
G7597	b3074	ygjH	mRNA	Unknown function	FALSE	FALSE							
EG12720	b3078	ygjI	mRNA	Unknown function	FALSE	FALSE							
G7598	b3079	ygjJ	mRNA	Unknown function	FALSE	FALSE							
G7599	b3080	ygjK	mRNA	Unknown function	FALSE	FALSE							
G7604	b3085	ygjP	mRNA	Unknown function	FALSE	FALSE							
G7605	b3086	ygjQ	mRNA	Unknown function	FALSE	FALSE							
G7606	b3087	ygjR	mRNA	Unknown function	FALSE	FALSE							
G7608	b3090	ygjV	mRNA	Unknown function	FALSE	FALSE							
EG11173	b3120	yhaB	mRNA	Unknown function	FALSE	FALSE							
EG11174	b3121	yhaC	mRNA	Unknown function	FALSE	FALSE							
G7617	b3103	yhaH	mRNA	Unknown function	FALSE	FALSE							
G7618	b3104	yhaI	mRNA	Unknown function	FALSE	FALSE							
G7619	b3105	yhaJ	mRNA	Unknown function	FALSE	FALSE							
G7620	b3106	yhaK	mRNA	Unknown function	FALSE	FALSE							
G7621	b3107	yhaL	mRNA	Unknown function	FALSE	FALSE							
G7629	b3130	yhaV	mRNA	Toxin/antitoxin	FALSE	FALSE							
EG11499	b3184	yhbE	mRNA	Unknown function	FALSE	FALSE							
G7647	b3153	yhbO	mRNA	Stress response	TRUE	TRUE							
G7648	b3154	yhbP	mRNA	Unknown function	FALSE	FALSE							
G7649	b3155	yhbQ	mRNA	Unknown function	FALSE	FALSE							
G7650	b3156	yhbS	mRNA	Unknown function	FALSE	FALSE							
G7654	b3160	yhbW	mRNA	Unknown function	FALSE	FALSE							
G7655	b3173	yhbX	mRNA	Unknown function	FALSE	FALSE							
EG12794	b3180	yhbY	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG11515	b3215	yhcA	mRNA	Unknown function	FALSE	FALSE							
G7669	b3211	yhcC	mRNA	Unknown function	FALSE	FALSE							
G7670	b3216	yhcD	mRNA	Unknown function	FALSE	FALSE							
G7671	b3217	yhcE	pseudo	Uncategorized	FALSE	FALSE							
G7673	b3219	yhcF	mRNA	Unknown function	FALSE	FALSE							
G7674	b3220	yhcG	mRNA	Unknown function	FALSE	FALSE							
G7683	b3238	yhcN	mRNA	Stress response	FALSE	FALSE							
G7684	b3239	yhcO	mRNA	Unknown function	FALSE	FALSE							
EG11298	b3248	yhdE	mRNA	Unknown function	TRUE	TRUE							
EG11315	b3253	yhdH	mRNA	Unknown function	TRUE	TRUE							
EG11498	b3262	yhdJ	mRNA	DNA Methylation	FALSE	TRUE							
EG11970	b3293	yhdN	mRNA	Unknown function	FALSE	FALSE							
G7690	b3246	yhdP	mRNA	Uncategorized	FALSE	FALSE							
G7693	b3257	yhdT	mRNA	Unknown function	FALSE	FALSE							
G7694	b3263	yhdU	mRNA	Unknown function	FALSE	FALSE							
G7695	b3267	yhdV	mRNA	Unknown function	FALSE	FALSE							
EG12834	b3268	yhdW	pseudo	Uncategorized	FALSE	FALSE							
EG12835	b3269	yhdX	mRNA	Unknown function	FALSE	FALSE							
EG12836	b3270	yhdY	mRNA	Unknown function	FALSE	FALSE							
EG12837	b3271	yhdZ	mRNA	Unknown function	FALSE	FALSE							
G7715	b3346	yheO	mRNA	Unknown function	FALSE	FALSE							
EG12903	b3352	yheS	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7718	b3353	yheT	mRNA	Unknown function	FALSE	FALSE							
G7719	b3354	yheU	mRNA	Unknown function	FALSE	FALSE							
G0-10466	b4551	yheV	mRNA	Unknown function	FALSE	FALSE							
EG11182	b3356	yhfA	mRNA	Unknown function	FALSE	FALSE							
EG12374	b3362	yhfG	mRNA	Unknown function	FALSE	FALSE							
G7721	b3358	yhfK	mRNA	Unknown function	FALSE	FALSE							
G7722	b3369	yhfL	mRNA	Unknown function	FALSE	FALSE							
G7728	b3376	yhfS	mRNA	Unknown function	FALSE	FALSE							
G7729	b3377	yhfT	mRNA	Unknown function	FALSE	FALSE							
G7730	b3378	yhfU	mRNA	Unknown function	FALSE	FALSE							
G7732	b3380	yhfW	mRNA	Metabolism	FALSE	FALSE							
G7733	b3381	yhfX	mRNA	Unknown function	FALSE	FALSE							
G7734	b3382	yhfY	mRNA	Unknown function	FALSE	FALSE							
G7735	b3383	yhfZ	mRNA	Unknown function	FALSE	FALSE							
G7745	b3402	yhgE	mRNA	Unknown function	FALSE	FALSE							
G7746	b3407	yhgF	mRNA	Unknown function	FALSE	FALSE							
G7747	b3413	yhgH	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7753	b3434	yhgN	mRNA	Unknown function	FALSE	FALSE							
G0-17034	b4788	yhgO	mRNA	Uncategorized	FALSE	FALSE							
G0-17035	b4789	yhgP	mRNA	Uncategorized	FALSE	FALSE							
EG11184	b3448	yhhA	mRNA	Unknown function	FALSE	FALSE							
EG11520	b3483	yhhH	mRNA	Unknown function	FALSE	FALSE							
EG11525	b3484	yhhI	mRNA	Unknown function	FALSE	FALSE							
EG11767	b3485	yhhJ	mRNA	Unknown function	FALSE	FALSE							
EG12212	b3466	yhhL	mRNA	Unknown function	FALSE	FALSE							
EG12213	b3467	yhhM	mRNA	Unknown function	FALSE	FALSE							
EG12214	b3468	yhhN	mRNA	Unknown function	FALSE	FALSE							
EG12217	b3471	yhhQ	mRNA	Unknown function	FALSE	TRUE							
EG12219	b3473	yhhS	mRNA	Unknown function	FALSE	FALSE							
EG12220	b3474	yhhT	mRNA	Unknown function	FALSE	FALSE							
G7756	b3439	yhhW	mRNA	Unknown function	FALSE	TRUE							
G7757	b3440	yhhX	mRNA	Unclear/under-characterized	FALSE	FALSE							
G7758	b3441	yhhY	mRNA	Unknown function	FALSE	FALSE							
G7759	b3442	yhhZ	mRNA	Unknown function	FALSE	FALSE							
EG11400	b3508	yhiD	mRNA	Unknown function	FALSE	FALSE							
EG12224	b3487	yhiI	mRNA	Unknown function	FALSE	FALSE							
EG12225	b3488	yhiJ	mRNA	Unknown function	FALSE	FALSE							
EG12227	b3490	yhiL	pseudo	Uncategorized	FALSE	FALSE							
EG12228	b3491	yhiM	mRNA	Unknown function	FALSE	FALSE							
EG12229	b3492	yhiN	mRNA	Unknown function	FALSE	FALSE							
EG12238	b3504	yhiS	pseudo	Uncategorized	FALSE	FALSE							
G0-17036	b4790	yhiY	mRNA	Uncategorized	FALSE	FALSE							
EG12246	b3520	yhjB	mRNA	Unknown function	FALSE	FALSE							
EG12248	b3522	yhjD	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12249	b3523	yhjE	mRNA	Unknown function	FALSE	FALSE							
EG12251	b3524	yhjG	mRNA	Unknown function	FALSE	FALSE							
EG12254	b3527	yhjJ	mRNA	Unknown function	FALSE	FALSE							
EG12262	b3535	yhjR	mRNA	Unknown function	FALSE	FALSE							
EG12266	b3539	yhjV	mRNA	Unknown function	FALSE	FALSE							
EG12268	b3547	yhjX	mRNA	Unclear/under-characterized	FALSE	FALSE							
EG12269	b3548	yhjY	mRNA	Unknown function	FALSE	FALSE							
EG11186	b3562	yiaA	mRNA	Unknown function	FALSE	FALSE							
EG11267	b3563	yiaB	mRNA	Unknown function	FALSE	FALSE							
EG12270	b3550	yiaC	mRNA	Unknown function	FALSE	TRUE							
EG12271	b3552	yiaD	mRNA	Unknown function	FALSE	FALSE							
EG12273	b3554	yiaF	mRNA	Unknown function	FALSE	FALSE							
EG12624	b3555	yiaG	mRNA	Unknown function	FALSE	FALSE							
EG12279	b3575	yiaK	mRNA	Metabolism	TRUE	TRUE							
EG12280	b3576	yiaL	mRNA	Unknown function	FALSE	FALSE							
EG12281	b3577	yiaM	mRNA	Metabolism	FALSE	TRUE	putative symport of na+ and ascorbate catabolism intermediate	m					c
EG12282	b3578	yiaN	mRNA	Metabolism	FALSE	TRUE	putative symport of na+ and ascorbate catabolism intermediate	m					c
EG12283	b3579	yiaO	mRNA	Metabolism	FALSE	TRUE	putative symport of na+ and ascorbate catabolism intermediate	m					c
EG12288	b3584	yiaT	mRNA	Unknown function	FALSE	FALSE							
EG12289	b3585	yiaU	mRNA	Transcription regulation	FALSE	FALSE							
EG12290	b3586	yiaV	mRNA	Unknown function	FALSE	FALSE							
EG12291	b3587	yiaW	mRNA	Unknown function	FALSE	FALSE							
EG12293	b3589	yiaY	mRNA	Unknown function	TRUE	TRUE							
EG11187	b3594	yibA	mRNA	Unclear/under-characterized	FALSE	FALSE							
