# Generated from the following BioVelo query on EcoCyc, 12:16pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^?associated-binding-site, x^?regulator, Evidence) : x<-ECOLI^^Regulation-of-Transcription-Initiation,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Associated Binding Site", "Regulators", "Evidence")), 2)
Regulation of ftsQp by DNA-binding transcriptional dual regulator SdiA	REG0-15232	SdiA DNA-binding-site 161.5 bases upstream of ftsQp	DNA-binding transcriptional dual regulator SdiA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ortT by DNA-binding transcriptional dual regulator Nac	REG0-14719	Nac DNA-binding-site (BS0-8884)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of yadVp3 by DNA-binding transcriptional dual regulator IHF	REG0-5305		DNA-binding transcriptional dual regulator IHF	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of exuRp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-12727	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 127 bases upstream of exuRp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of marRp by DNA-binding transcriptional dual regulator Rob	REG0-5921	Rob DNA-binding-site 61.5 bases upstream of marRp	DNA-binding transcriptional dual regulator Rob	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gntTp3 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6211	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 112.5 bases upstream of gntTp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-TAS
Regulation of nuoAp1 by DNA-binding transcriptional dual regulator Fis	REG0-5168	Fis DNA-binding-site 198.5 bases upstream of nuoAp1	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yihO by DNA-binding transcriptional dual regulator Nac	REG0-14783	Nac DNA-binding-site (BS0-10033)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of yoaA by DNA-binding transcriptional repressor LexA	REG0-15888	LexA DNA-binding-site (BS0-10502)	DNA-binding transcriptional repressor LexA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rhaSp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5508	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 111.5 bases upstream of rhaSp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rcnRp by DNA-binding transcriptional repressor RcnR	REG0-10467	RcnR DNA-binding-site 31.5 bases downstream of rcnRp	DNA-binding transcriptional repressor RcnR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ypjA by DNA-binding transcriptional repressor GlaR	REG0-13366	GlaR DNA-binding-site regulating ypjA	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of ppiAp4 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5342	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 12.5 bases downstream of ppiAp4	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of sufAp by DNA-binding transcriptional dual regulator NsrR	REG0-10495	NsrR DNA-binding-site 6 bases upstream of sufAp	DNA-binding transcriptional dual regulator NsrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of chbBp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5120	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 83.5 bases upstream of chbBp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cblp by CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator	REG0-6016	DNA-binding transcriptional dual regulator CysB DNA-binding-site regulating cblp	CysB-O-acetyl-L-serine DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of acnBp1 by DNA-binding transcriptional dual regulator Fis	REG0-4931	Fis DNA-binding-site 29.5 bases upstream of acnBp1	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nirBp by DNA-binding transcriptional dual regulator FNR	REG0-4542	Fnr DNA-binding-site 41.5 bases upstream of nirBp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yhgE by DNA-binding transcriptional dual regulator ArcA-phosphorylated	REG0-13492	ArcA-Pasp54 DNA-binding-site regulating yhgE	DNA-binding transcriptional dual regulator ArcA-phosphorylated	EV-EXP-IEP-MICROARRAY
Regulation of csgDp1 by DNA-binding transcriptional dual regulator Cra	REG0-11212	Cra DNA-binding-site 196.5 bases upstream of csgDp3	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ygfI by DNA-binding transcriptional dual regulator Nac	REG0-13257	Nac DNA-binding-site regulating ygfI	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of enop3 by DNA-binding transcriptional dual regulator Cra	REG0-5604	Cra DNA-binding-site 33.5 bases upstream of enop3	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of frdAp2 by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-15004	NarL-Pasp59 DNA-binding-site 14 bases downstream of frdAp2	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-QRTPCR
Regulation of hnsp by DNA-binding transcriptional dual regulator H-NS	REG0-5685	H-NS DNA-binding-site 182 bases upstream of hnsp	DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsEp1 by DksA-ppGpp	REG0-11184		DksA-ppGpp	EV-EXP-IMP,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IDA-PURIFIED-PROTEIN
Regulation of citCp2 by DNA-binding transcriptional dual regulator DpiA-phosphorylated	REG0-11373	DpiA-Pasp DNA-binding-site 146 bases downstream of dpiBp1	DNA-binding transcriptional dual regulator DpiA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsDp1 by DNA-binding transcriptional dual regulator Fis	REG0-6478	Fis DNA-binding-site 71 bases upstream of rrsDp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yhbO by ppGpp	REG0-13093		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of treBp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5982	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of treBp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-PRIMER-EXTENSION-FOR-EXPRESSION
Regulation of fumBp by DNA-binding transcriptional dual regulator FNR	REG0-5805	Fnr DNA-binding-site 114.5 bases upstream of fumBp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ymjA by DNA-binding transcriptional dual regulator Nac	REG0-13287	Nac DNA-binding-site regulating ymjA	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of betIp by DNA-binding transcriptional dual regulator Cra	REG0-11210		DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hdeAp2 by DNA-binding transcriptional dual regulator Lrp-L-leucine	REG0-15112	Lrp-leu DNA-binding-site 55 bases upstream of hdeAp2	DNA-binding transcriptional dual regulator Lrp-L-leucine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hupAp by DNA-binding transcriptional dual regulator Fis	REG0-5034	Fis DNA-binding-site 255 bases upstream of hupAp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of melRp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-4494	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 81.5 bases upstream of melAp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ompFp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-15037	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 121.5 bases upstream of ompFp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadAp2 by DNA-binding transcriptional dual regulator Fis	REG0-15205	Fis DNA-binding-site 18 bases upstream of gadAp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of wza by DNA-binding transcriptional dual regulator Nac	REG0-14682	Nac DNA-binding-site (BS0-9971)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of uxaCp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-6227	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 105.5 bases upstream of uxaCp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nrdAp by DNA-binding transcriptional dual regulator ArgP	REG0-11325	ArgP DNA-binding-site 281.5 bases upstream of nrdAp	DNA-binding transcriptional dual regulator ArgP	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of nhaAp1 by NhaR-Na+ DNA-binding transcriptional activator	REG0-10800	NhaR-Na+ DNA-binding-site 34 bases upstream of nhaAp1	NhaR-Na+ DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of argXp by DksA-ppGpp	REG0-12673		DksA-ppGpp	EV-EXP-IDA
Regulation of appYp1 by DNA-binding transcriptional dual regulator DpiA-phosphorylated	REG0-9401	DpiA-Pasp DNA-binding-site regulating appYp1	DNA-binding transcriptional dual regulator DpiA-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of crpp1 by DNA-binding transcriptional dual regulator Fis	REG0-5439	Fis DNA-binding-site 164 bases upstream of crpp3	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadAp by DNA-binding transcriptional dual regulator GadW	REG0-10974	GadW DNA-binding-site 100.5 bases upstream of gadAp2	DNA-binding transcriptional dual regulator GadW	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ndhp by DNA-binding transcriptional dual regulator NsrR	REG0-10489	NsrR DNA-binding-site 6 bases downstream of ndhp	DNA-binding transcriptional dual regulator NsrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yeaRp by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-9166	NarL-Pasp59 DNA-binding-site 39 bases upstream of yeaRp	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-BETA-GAL
Regulation of yrbLp by DNA-binding transcriptional dual regulator BasR-phosphorylated	REG0-11574	BasR-Pasp51 DNA-binding-site 52.5 bases upstream of yrbLp	DNA-binding transcriptional dual regulator BasR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ynjH by DNA-binding transcriptional repressor GlaR	REG0-14320	GlaR DNA-binding-site (BS0-9625)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of grcAp1 by DNA-binding transcriptional dual regulator FNR	REG0-9014	Fnr DNA-binding-site 40.5 bases upstream of grcAp1	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadBp2 by DNA-binding transcriptional dual regulator Fis	REG0-15061	Fis DNA-binding-site 105 bases upstream of gadBp2	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hemAp1 by DNA-binding transcriptional dual regulator FNR	REG0-5831	Fnr DNA-binding-site 24.5 bases upstream of hemAp1	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of narGp by DNA-binding transcriptional dual regulator Fis	REG0-9386	Fis DNA-binding-site 66 bases upstream of narGp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yfbO by DNA-binding transcriptional repressor GlaR	REG0-14303	GlaR DNA-binding-site (BS0-9659)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of rhsD by DNA-binding transcriptional repressor GlaR	REG0-14277	GlaR DNA-binding-site (BS0-9644)	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of rpoSp by DNA-binding transcriptional dual regulator GadX	REG0-5624		DNA-binding transcriptional dual regulator GadX	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dcuCp by DNA-binding transcriptional dual regulator FNR	REG0-6425	Fnr DNA-binding-site 63.5 bases upstream of dcuCp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of cytRp by DNA-binding transcriptional repressor CytR	REG0-5233	CytR DNA-binding-site 43 bases upstream of cytRp	DNA-binding transcriptional repressor CytR	EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of plaRp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-4987	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 50.5 bases downstream of plaRp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rseAp3 by ppGpp	REG0-12635		ppGpp	EV-EXP-IEP
Regulation of sspA by DNA-binding transcriptional activator ZraR-phosphorylated	REG0-15876	ZraR-Pasp56 DNA-binding-site (BS0-10493)	DNA-binding transcriptional activator ZraR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tsxp2 by DNA-binding transcriptional repressor CytR	REG0-5916	CytR DNA-binding-site 31.5 bases upstream of tsxp2	DNA-binding transcriptional repressor CytR	EV-IC,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of tyrRp by DNA-binding transcriptional dual regulator TyrR	REG0-5540	TyrR DNA-binding-site 95.5 bases upstream of tyrRp	DNA-binding transcriptional dual regulator TyrR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fecAp by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-5332	DNA-binding transcriptional dual regulator Fur DNA-binding-site 26 bases upstream of fecAp	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of argXp by ppGpp	REG0-12672		ppGpp	EV-EXP-IDA
Regulation of ubiCp by DNA-binding transcriptional dual regulator FNR	REG0-6170	Fnr DNA-binding-site 0.5 bases upstream of ubiCp	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of appCp2 by DLP12 prophage; DNA-binding transcriptional activator AppY	REG0-15187	AppY DNA-binding-site regulating appCp2	DLP12 prophage; DNA-binding transcriptional activator AppY	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of flup by DNA-binding transcriptional dual regulator OxyR	REG0-12893	OxyR DNA-binding-site 26 bases upstream of flup	DNA-binding transcriptional dual regulator OxyR	EV-EXP-IEP-RNA-SEQ
Regulation of yidQ by DNA-binding transcriptional dual regulator Nac	REG0-14775	Nac DNA-binding-site (BS0-9859)	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of dsbG by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-16216	CpxR-phosphorylated DNA-binding-site (BS0-10726)	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-QRTPCR
Regulation of focAp3 by DNA-binding transcriptional dual regulator NarL-phosphorylated	REG0-5204	NarL-Pasp59 DNA-binding-site 27 bases upstream of focAp3	DNA-binding transcriptional dual regulator NarL-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yidLp by RcsB-BglJ DNA-binding transcriptional activator	REG0-11985	RcsB-BglJ DNA-binding-site 51.5 bases upstream of yidLp	RcsB-BglJ DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ygjI by DNA-binding transcriptional repressor GlaR	REG0-13350	GlaR DNA-binding-site regulating ygjI	DNA-binding transcriptional repressor GlaR	EV-EXP-IEP-RNA-SEQ
Regulation of hcpp1 by DNA-binding transcriptional dual regulator NarP-phosphorylated	REG0-6110	NarP-Pasp59 DNA-binding-site 100 bases upstream of hcpp1	DNA-binding transcriptional dual regulator NarP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yaiY by DNA-binding transcriptional dual regulator Nac	REG0-13188	Nac DNA-binding-site regulating yaiY	DNA-binding transcriptional dual regulator Nac	EV-EXP-IEP-RNA-SEQ
Regulation of adep by DNA-binding transcriptional dual regulator H-NS	REG0-10937		DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of aroFp by DNA-binding transcriptional repressor TyrR-L-tyrosine	REG0-4785	TyrR-tyr DNA-binding-site 29.5 bases upstream of aroFp	DNA-binding transcriptional repressor TyrR-L-tyrosine	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of csrCp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-12558	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 160.5 bases upstream of csrCp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of msrB by DNA-binding transcriptional dual regulator FNR	REG0-14349	Fnr DNA-binding-site (BS0-9698)	DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-MICROARRAY
Regulation of yojI by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16467	DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10897)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of feoAp by DNA-binding transcriptional dual regulator OmpR-phosphorylated	REG0-15742	OmpR-P DNA-binding-site 178 bases upstream of feoAp	DNA-binding transcriptional dual regulator OmpR-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of hupBp3 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-4972	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 83.5 bases upstream of hupBp3	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rrsEp3 by DNA-binding transcriptional dual regulator Fis	REG0-15257	Fis DNA-binding-site 101 bases upstream of rrsEp3	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of yqjF by DNA-binding transcriptional activator YhaJ	REG0-12611	YhaJ DNA-binding-site regulating yqjF	DNA-binding transcriptional activator YhaJ	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of dadAp2 by DNA-binding transcriptional dual regulator Lrp	REG0-5291	Lrp DNA-binding-site 57 bases downstream of dadAp2	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-RNA-SEQ
Regulation of tolCp2 by DNA-binding transcriptional dual regulator PhoP-phosphorylated	REG0-9754	PhoP-Pasp51 DNA-binding-site 46 bases upstream of tolCp2	DNA-binding transcriptional dual regulator PhoP-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of frrp by ppGpp	REG0-12996		ppGpp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of csgDp3 by DNA-binding transcriptional activator MlrA	REG0-15153	MlrA DNA-binding-site 129.5 bases upstream of csgDp3	DNA-binding transcriptional activator MlrA	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rsd by CueR-Cu+	REG0-16333	CueR-Cu DNA-binding-site (BS0-10778)	CueR-Cu+	EV-EXP-IEP-QRTPCR
Regulation of asnCp by DNA-binding transcriptional dual regulator AsnC	REG0-9601	AsnC DNA-binding-site 54.5 bases upstream of asnCp	DNA-binding transcriptional dual regulator AsnC	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of pdhRp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5139	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 62.5 bases upstream of pdhRp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of leuOp2 by RcsB-BglJ DNA-binding transcriptional activator	REG0-11472	RcsB-BglJ DNA-binding-site 58.5 bases upstream of leuOp2	RcsB-BglJ DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of rprAp by DNA-binding transcriptional dual regulator RcsB-phosphorylated	REG0-9983	Pasp56 RcsB DNA-binding-site 42.5 bases upstream of rprAp	DNA-binding transcriptional dual regulator RcsB-phosphorylated	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of glnDp by DNA-binding transcriptional dual regulator FNR	REG0-11084		DNA-binding transcriptional dual regulator FNR	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ychH by ppGpp	REG0-13057		ppGpp	EV-EXP-IEP-MICROARRAY
Regulation of yejG by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-16453	DNA-binding transcriptional dual regulator Fur DNA-binding-site (BS0-10884)	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ
Regulation of ssrSp2 by DNA-binding transcriptional dual regulator Fis	REG0-11898	Fis DNA-binding-site regulating ssrSp	DNA-binding transcriptional dual regulator Fis	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fumCp2 by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-11604	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 53.5 bases upstream of fumCp2	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of acnAp2 by DNA-binding transcriptional dual regulator Cra	REG0-4923	Cra DNA-binding-site regulating acnAp2	DNA-binding transcriptional dual regulator Cra	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of adhE by DNA-binding transcriptional activator YgfI	REG0-16141	YgfI DNA-binding-site (BS0-10672)	DNA-binding transcriptional activator YgfI	EV-EXP-IEP-RNA-SEQ
Regulation of rof by DNA-binding transcriptional dual regulator YidZ	REG0-15974	YidZ DNA-binding-site (BS0-10527)	DNA-binding transcriptional dual regulator YidZ	EV-EXP-IEP-RNA-SEQ
Regulation of gadW by DNA-binding transcriptional dual regulator Lrp	REG0-15461	Lrp DNA-binding-site (BS0-10230)	DNA-binding transcriptional dual regulator Lrp	EV-EXP-IEP-RNA-SEQ
Regulation of fiup by [2Fe-2S] cluster DNA-binding transcriptional dual regulator	REG0-6385	DNA-binding transcriptional dual regulator Fur DNA-binding-site 3 bases downstream of fiup	[2Fe-2S] cluster DNA-binding transcriptional dual regulator	EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ,EV-EXP-IEP-RNA-SEQ
Regulation of rpoHp6 by DNA-binding transcriptional dual regulator IHF	REG0-5165	IHF DNA-binding-site 326 bases upstream of rpoHp6	DNA-binding transcriptional dual regulator IHF	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of gadBp by DNA-binding transcriptional dual regulator GadW	REG0-10984	GadW DNA-binding-site 119.5 bases upstream of gadBp2	DNA-binding transcriptional dual regulator GadW	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of ydbKp by DNA-binding transcriptional dual regulator SoxS	REG0-11903	SoxS DNA-binding-site 54.5 bases upstream of ydbKp	DNA-binding transcriptional dual regulator SoxS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of malXp by CRP-cyclic-AMP DNA-binding transcriptional dual regulator	REG0-5602	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of malXp	CRP-cyclic-AMP DNA-binding transcriptional dual regulator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fucAp by FucR-L-fuculose-1-phosphate DNA-binding transcriptional activator	REG0-5580		FucR-L-fuculose-1-phosphate DNA-binding transcriptional activator	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IMP
Regulation of fadI by DNA-binding transcriptional dual regulator CpxR-phosphorylated	REG0-16213	CpxR-phosphorylated DNA-binding-site (BS0-10723)	DNA-binding transcriptional dual regulator CpxR-phosphorylated	EV-EXP-IEP-QRTPCR
Regulation of rpoSp by ppGpp	REG0-11944		ppGpp	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS
Regulation of fliAp1 by DNA-binding transcriptional dual regulator H-NS	REG0-5263		DNA-binding transcriptional dual regulator H-NS	EV-EXP-IEP-GENE-EXPRESSION-ANALYSIS,EV-EXP-IMP
