Experiment	sample_id	study	project_id	condition_id	rep_id	contact	creator	run_date	Strain Description	Strain	Base Media	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Temperature (C)	pH	Antibiotic for selection	Culture Type	Growth Rate (1/hr)	Evolved Sample	Isolate Type	Sequencing Machine	Additional Details	Biological Replicates	DOI	GEO	Published	SRX	Run	LibraryLayout	Platform
ecoli_00616	ros_tale__29_119_750pq__1	ROS TALE	ros_tale	29_119_750pq	1	Kevin Rychel	Justin Tan	10/30/19	Escherichia Coli ERS.29.119	GMOS	M9	glucose(4)	NH4Cl(1)	O2		paraquat (750uM)	37	7		Batch		Endpoint	Clonal	NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00617	ros_tale__29_119_750pq__2	ROS TALE	ros_tale	29_119_750pq	2	Kevin Rychel	Justin Tan	10/30/19	Escherichia Coli ERS.29.119	GMOS	M9	glucose(4)	NH4Cl(1)	O2		paraquat (750uM)	37	7		Batch		Endpoint	Clonal	NextSeq		2			0			PAIRED	ILLUMINA
ecoli_00618	ros_tale__ALE4_0pq__1	ROS TALE	ros_tale	ALE4_0pq	1	Kevin Rychel	Justin Tan	11/28/17	Escherichia Coli ERS.ALE4	GMOS	M9	glucose(4)	NH4Cl(1)	O2			37	7		Batch		Endpoint	Clonal	HiSeq		2			1			PAIRED	ILLUMINA
ecoli_00619	ros_tale__ALE4_0pq__2	ROS TALE	ros_tale	ALE4_0pq	2	Kevin Rychel	Justin Tan	11/28/17	Escherichia Coli ERS.ALE4	GMOS	M9	glucose(4)	NH4Cl(1)	O2			37	7		Batch		Endpoint	Clonal	HiSeq		2			1			PAIRED	ILLUMINA
ecoli_00620	ros_tale__ALE4_250pq__1	ROS TALE	ros_tale	ALE4_250pq	1	Kevin Rychel	Justin Tan	11/28/17	Escherichia Coli ERS.ALE4	GMOS	M9	glucose(4)	NH4Cl(1)	O2		paraquat (250uM)	37	7		Batch		Endpoint	Clonal	HiSeq		2			1			PAIRED	ILLUMINA
ecoli_00621	ros_tale__ALE4_250pq__2	ROS TALE	ros_tale	ALE4_250pq	2	Kevin Rychel	Justin Tan	11/28/17	Escherichia Coli ERS.ALE4	GMOS	M9	glucose(4)	NH4Cl(1)	O2		paraquat (250uM)	37	7		Batch		Endpoint	Clonal	HiSeq		2			1			PAIRED	ILLUMINA
ecoli_00622	pcoli__atASMT_325G__1	pColi	pcoli	atASMT_325G	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 atASMT_325G	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.52856952	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00623	pcoli__atASMT_325G__2	pColi	pcoli	atASMT_325G	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 atASMT_325G	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.53230296	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00624	pcoli__bpTDC__1	pColi	pcoli	bpTDC	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 bpTDC	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.669764005	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00625	pcoli__bpTDC__2	pColi	pcoli	bpTDC	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 bpTDC	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.642599122	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00626	pcoli__BRCA__1	pColi	pcoli	BRCA	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 BRCA	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.581244023	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00627	pcoli__BRCA__2	pColi	pcoli	BRCA	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 BRCA	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.580883044	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00628	pcoli__BRCActrl__1	pColi	pcoli	BRCActrl	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 BRCA_optimized	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.540660396	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	4			0			PAIRED	ILLUMINA
ecoli_00629	pcoli__BRCActrl__2	pColi	pcoli	BRCActrl	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 BRCA_optimized	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.539515622	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	4			0			PAIRED	ILLUMINA
ecoli_00630	pcoli__BRCAswap__1	pColi	pcoli	BRCAswap	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 BRCA_swap	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.574739754	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00631	pcoli__BRCAswap__2	pColi	pcoli	BRCAswap	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 BRCA_swap	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.573701226	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00632	pcoli__btAANAT__1	pColi	pcoli	btAANAT	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 btAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.611559596	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00633	pcoli__btAANAT__2	pColi	pcoli	btAANAT	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 btAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.59937543	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00634	pcoli__btASMT__1	pColi	pcoli	btASMT	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 btASMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.613998484	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00635	pcoli__btASMT__2	pColi	pcoli	btASMT	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 btASMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.618937178	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00636	pcoli__CC1__1	pColi	pcoli	CC1	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 CC1	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.642599122	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	6			0			PAIRED	ILLUMINA
ecoli_00637	pcoli__CC1__2	pColi	pcoli	CC1	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 CC1	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.596039008	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	6			0			PAIRED	ILLUMINA
ecoli_00638	pcoli__ccCOMT__1	pColi	pcoli	ccCOMT	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ccCOMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.655445869	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00639	pcoli__ccCOMT__2	pColi	pcoli	ccCOMT	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ccCOMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.65974844	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00640	pcoli__ckDDC__1	pColi	pcoli	ckDDC	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 ckDDC	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.623536894	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00641	pcoli__ckDDC__2	pColi	pcoli	ckDDC	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 ckDDC	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.618030559	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00642	pcoli__CNTF_belt__1	pColi	pcoli	CNTF_belt	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 CNTF_belt	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.573718751	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00643	pcoli__CNTF_belt__2	pColi	pcoli	CNTF_belt	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 CNTF_belt	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.572101865	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00644	pcoli__cobPNMT__1	pColi	pcoli	cobPNMT	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 cobPNMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.591134185	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00645	pcoli__cobPNMT__2	pColi	pcoli	cobPNMT	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 cobPNMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.596333263	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00646	pcoli__cvPhhB__1	pColi	pcoli	cvPhhB	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 cvPhhB	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.655750893	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00647	pcoli__cvPhhB__2	pColi	pcoli	cvPhhB	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 cvPhhB	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.644655123	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00648	pcoli__ggAANAT__1	pColi	pcoli	ggAANAT	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ggAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.621184132	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00649	pcoli__ggAANAT__2	pColi	pcoli	ggAANAT	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ggAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.62252203	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00650	pcoli__ggTPH__1	pColi	pcoli	ggTPH	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ggTPH	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.506740011	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00651	pcoli__ggTPH__2	pColi	pcoli	ggTPH	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ggTPH	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.484818356	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00652	pcoli__hsAANAT__1	pColi	pcoli	hsAANAT	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.404375526	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00653	pcoli__hsAANAT__2	pColi	pcoli	hsAANAT	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.394807263	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00654	pcoli__hsASMT__1	pColi	pcoli	hsASMT	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 hsASMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.61649683	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00655	pcoli__hsASMT__2	pColi	pcoli	hsASMT	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 hsASMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.623535177	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00656	pcoli__hsPNMT_mb__1	pColi	pcoli	hsPNMT_mb	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 hsPNMT_mb	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.616309201	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00657	pcoli__hsPNMT_mb__2	pColi	pcoli	hsPNMT_mb	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 hsPNMT_mb	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.628528332	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00658	pcoli__hsTPH__1	pColi	pcoli	hsTPH	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.599402417	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00659	pcoli__hsTPH__2	pColi	pcoli	hsTPH	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.599708494	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00660	pcoli__hsTPH_E2K__1	pColi	pcoli	hsTPH_E2K	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_E2K	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.533112169	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00661	pcoli__hsTPH_E2K__2	pColi	pcoli	hsTPH_E2K	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_E2K	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.538436151	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00662	pcoli__hsTPH_E2K_N91I_P99C__1	pColi	pcoli	hsTPH_E2K_N91I_P99C	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_E2K_N91I_P99C	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.587631349	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00663	pcoli__hsTPH_E2K_N91I_P99C__2	pColi	pcoli	hsTPH_E2K_N91I_P99C	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_E2K_N91I_P99C	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.585367081	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00664	pcoli__hsTPH_N158trunc__1	pColi	pcoli	hsTPH_N158trunc	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_N158trunc	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.52644502	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00665	pcoli__hsTPH_N158trunc__2	pColi	pcoli	hsTPH_N158trunc	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_N158trunc	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.51982993	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00666	pcoli__hsTPH_N174trunc__1	pColi	pcoli	hsTPH_N174trunc	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_N174trunc	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.567885536	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00667	pcoli__hsTPH_N174trunc__2	pColi	pcoli	hsTPH_N174trunc	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_N174trunc	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.565559966	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00668	pcoli__hsTPH_Ntermtrunc__1	pColi	pcoli	hsTPH_Ntermtrunc	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_Ntermtrunc	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.655567487	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00669	pcoli__hsTPH_Ntermtrunc__2	pColi	pcoli	hsTPH_Ntermtrunc	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH_Ntermtrunc	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.657993133	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00670	pcoli__hsTPH1__1	pColi	pcoli	hsTPH1	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH1	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.550380259	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00671	pcoli__hsTPH1__2	pColi	pcoli	hsTPH1	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 hsTPH1	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.541407086	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00672	pcoli__MBP__1	pColi	pcoli	MBP	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 MBP	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.691316347	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00673	pcoli__MBP__2	pColi	pcoli	MBP	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 MBP	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.698990644	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00674	pcoli__msCOMT__1	pColi	pcoli	msCOMT	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 msCOMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.723878287	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00675	pcoli__msCOMT__2	pColi	pcoli	msCOMT	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 msCOMT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.740024665	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00676	pcoli__ocAANAT__1	pColi	pcoli	ocAANAT	1	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ocAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.643697206	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00677	pcoli__ocAANAT__2	pColi	pcoli	ocAANAT	2	Justin Tan	Justin Tan		Escherichia Coli K-12 MG1655 ocAANAT	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.641931589	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00678	pcoli__osTDC_K374H__1	pColi	pcoli	osTDC_K374H	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 osTDC_K374H	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.60659473	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00679	pcoli__osTDC_K374H__2	pColi	pcoli	osTDC_K374H	2	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 osTDC_K374H	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.604326957	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
ecoli_00680	pcoli__osTDC_K374L__1	pColi	pcoli	osTDC_K374L	1	Justin Tan	Justin Tan	3/8/18	Escherichia Coli K-12 MG1655 osTDC_K374L	MG1655	M9	glycerol(4)	NH4Cl(1)	O2		rhamnose(0.1)	37	7	Carbenicillin(50)	Batch	0.708431312	No	Clonal		Cells grown till OD 0.3, rhamnose added to 0.1g/L, and harvested after 2 hours	2			0			PAIRED	ILLUMINA
