,0,no change (without binary_idx),add diversity,remove efficiency and add diversity,kinetic,is_new
RXN0-7247-CPD-22597//CPD-22597.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-227//CPD-227.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-227//CPD-227.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-22978//CPD-22978.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-22978//CPD-22978.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-25003//CPD-25003.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-25003//CPD-25003.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-25021//CPD-25021.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-25021//CPD-25021.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-25028//CPD-25028.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-25028//CPD-25028.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-358//CPD-358.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-358//CPD-358.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-3607//CPD-3607.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-3607//CPD-3607.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-371//CPD-371.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-371//CPD-371.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-55//CPD-55.15.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-55//CPD-55.15. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-5861//CPD-5861.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-5861//CPD-5861.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-6001//CPD-6001.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-6001//CPD-6001.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-665//CPD-665.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-665//CPD-665.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7000//CPD-7000.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7000//CPD-7000.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-703//CPD-703.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-703//CPD-703.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7620//CPD-7620.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7620//CPD-7620.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7880//CPD-7880.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7880//CPD-7880.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7886//CPD-7886.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-7886//CPD-7886.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-8490//CPD-8490.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-8490//CPD-8490.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-8774//CPD-8774.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-8774//CPD-8774.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-9053//CPD-9053.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD-9053//CPD-9053.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-1107//CPD0-1107.21.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-CPD0-1107//CPD0-1107.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-CPD0-1108//CPD0-1108.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-1108//CPD0-1108.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-CPD0-1110//CPD0-1110.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-1110//CPD0-1110.21. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-CPD0-1112//CPD0-1112.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-1112//CPD0-1112.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-2485//CPD0-2485.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-2485//CPD0-2485.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-2486//CPD0-2486.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-CPD0-2486//CPD0-2486.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-ERYTHROSE//ERYTHROSE.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-ERYTHROSE//ERYTHROSE.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-FORMALDEHYDE//FORMALDEHYDE.27.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-FORMALDEHYDE//FORMALDEHYDE.27. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GALACTOSE//GALACTOSE.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GALACTOSE//GALACTOSE.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GERANIAL//GERANIAL.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GERANIAL//GERANIAL.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GLC//GLC.9.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-GLC//GLC.9. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-GLYCERALD//GLYCERALD.21.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GLYCERALD//GLYCERALD.21. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GLYCOLALDEHYDE//GLYCOLALDEHYDE.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-GLYCOLALDEHYDE//GLYCOLALDEHYDE.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-HEXANAL//HEXANAL.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-HEXANAL//HEXANAL.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-HYDRPHENYLAC-CPD//HYDRPHENYLAC-CPD.35.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-HYDRPHENYLAC-CPD//HYDRPHENYLAC-CPD.35. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-L-GLYCERALDEHYDE//L-GLYCERALDEHYDE.35.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-L-GLYCERALDEHYDE//L-GLYCERALDEHYDE.35. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-L-LYXOSE//L-LYXOSE.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-L-LYXOSE//L-LYXOSE.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-LACTALD//LACTALD.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-LACTALD//LACTALD.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-METHYL-GLYOXAL//METHYL-GLYOXAL.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-METHYL-GLYOXAL//METHYL-GLYOXAL.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-PALMITALDEHYDE//PALMITALDEHYDE.31.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-PALMITALDEHYDE//PALMITALDEHYDE.31. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-PHENYLACETALDEHYDE//PHENYLACETALDEHYDE.39.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-PHENYLACETALDEHYDE//PHENYLACETALDEHYDE.39. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7247-RETINAL//RETINAL.17.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-RETINAL//RETINAL.17. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-RHAMNOSE//RHAMNOSE.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-RHAMNOSE//RHAMNOSE.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-TRANS-2-HEXENAL//TRANS-2-HEXENAL.33.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-TRANS-2-HEXENAL//TRANS-2-HEXENAL.33. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-VANILLIN//VANILLIN.19.,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7247-VANILLIN//VANILLIN.19. (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7248,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7249[CCO-CYTOSOL]-DIHYDROXY-ACETONE-PHOSPHATE/WATER//DIHYDROXYACETONE/Pi.68.,3.2440958423589197,3.2440840828832394,3.2440840829106135,3.2440840828832394,False,Old Reactions
RXN0-7249[CCO-PERI-BAC]-DIHYDROXY-ACETONE-PHOSPHATE/WATER//DIHYDROXYACETONE/Pi.69.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7250[CCO-CYTOSOL]-GAP/WATER//GLYCERALD/Pi.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7250[CCO-PERI-BAC]-GAP/WATER//GLYCERALD/Pi.38.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7251[CCO-CYTOSOL]-L-GLYCERALDEHYDE-3-PHOSPHATE/WATER//L-GLYCERALDEHYDE/Pi.69.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7251[CCO-PERI-BAC]-L-GLYCERALDEHYDE-3-PHOSPHATE/WATER//L-GLYCERALDEHYDE/Pi.70.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7253,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7271,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7271-MONOMER0-4152/Red-Glutaredoxins//DISULFOXRED-MONOMER/Ox-Glutaredoxins.70.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7271-MONOMER0-4152/Reduced-NrdH-Proteins//DISULFOXRED-MONOMER/Oxidized-NrdH-Proteins.80.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7271-Protein-Ox-Disulfides/Reduced-NrdH-Proteins//Protein-Red-Disulfides/Oxidized-NrdH-Proteins.91.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7272-CPD-12818/GLYCEROL//CPD-12822/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-12819/GLYCEROL//CPD-8260/ETHANOL-AMINE.43.,3.329521966111651,3.3295102728400687,3.3295102728625547,3.329510272840069,False,Old Reactions
RXN0-7272-CPD-18367/GLYCEROL//CPD-18361/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18368/GLYCEROL//CPD-18394/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18369/GLYCEROL//CPD-18362/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18370/GLYCEROL//CPD-18396/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18371/GLYCEROL//CPD-18373/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18372/GLYCEROL//CPD-18406/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18403/GLYCEROL//CPD-18392/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7272-CPD-18404/GLYCEROL//CPD-18405/ETHANOL-AMINE.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7275,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7280,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7283,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7284,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7284 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7285,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7285 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7291,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7297,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7298,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7299,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7304,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7304 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7309,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7310,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7311-a-reduced-DsbD-protein/Ox-thioredoxins-1//an-oxidized-DsbD-protein/Red-thioredoxins-1.86. (reverse),-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7312,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7313 (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7316,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7317,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7317 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7318,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7319-CPD-381/CPD-9728//2-KETOGLUTARATE/REDUCED-MENAQUINONE.54.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7319-CPD-381/CPD0-1118//2-KETOGLUTARATE/CPD0-2061.45.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7319-CPD-381/DEMETHYLMENAQUINONE//2-KETOGLUTARATE/CPD-12115.55.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7319-CPD-381/UBIQUINONE-8//2-KETOGLUTARATE/CPD-9956.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7325,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7326,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7329,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7332,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7333,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7333 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7336,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7337,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7339,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7341,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7342,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7343,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7344,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7345,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7346,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7347,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7347 (reverse),-4.0,-4.0,4.343647763984347e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7347-MALTOSE//ALPHA-GLUCOSE/MALTOTRIOSE.35.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7347-MALTOSE//ALPHA-GLUCOSE/MALTOTRIOSE.35. (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7347-MALTOSE//GLC/MALTOTRIOSE.25.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7347-MALTOSE//GLC/MALTOTRIOSE.25. (reverse),-4.0,-4.0,4.3418076085291316e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7348,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7349,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7352,0.6026133640921688,0.6276666625817541,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7352-GMP/WATER//GUANINE/CPD-15318.29.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7352-GMP/WATER//GUANINE/CPD-15895.29.,0.3962167882909719,0.6270189742969298,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7352-GMP/WATER//GUANINE/CPD-16551.29.,0.7703069614262603,0.6267636690427162,0.9160641822695242,4.342727686266486e-05,False,Old Reactions
RXN0-7362,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-ALPHA-GLC-6-P/WATER//CPD-15374/Pi.34.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-ALPHA-GLC-6-P/WATER//D-Glucose/Pi.34.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-ALPHA-GLC-6-P/WATER//GLC/Pi.28.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-GLC-6-P/WATER//ALPHA-GLUCOSE/Pi.32.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-GLC-6-P/WATER//CPD-15374/Pi.28.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-GLC-6-P/WATER//D-Glucose/Pi.28.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-Glucose-6-phosphate/WATER//ALPHA-GLUCOSE/Pi.44.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-Glucose-6-phosphate/WATER//CPD-15374/Pi.40.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7362-Glucose-6-phosphate/WATER//GLC/Pi.34.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7363,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7367,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7367 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7368 (reverse),-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7370,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7370 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7371,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7372,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7373,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7378,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7380,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7385-CPD-3766/NADPH/PROTON//MENADIOL/NADP.37.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7385-CPD-7248/NADPH/PROTON//CPD-7249/NADP.37.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7385-CPD-9728/NADPH/PROTON//REDUCED-MENAQUINONE/NADP.48.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7385-CPD0-1118/NADPH/PROTON//CPD0-2061/NADP.39.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7385-DEMETHYLMENAQUINONE/NADPH/PROTON//CPD-12115/NADP.49.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7385-UBIQUINONE-8/NADPH/PROTON//CPD-9956/NADP.41.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7386-CPD-3766/NADPH/PROTON//MENADIOL/NADP.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-CPD-7248/NADH/PROTON//CPD-7249/NAD.35.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-CPD-7248/NADPH/PROTON//CPD-7249/NADP.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-CPD-9728/NADH/PROTON//REDUCED-MENAQUINONE/NAD.46.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-CPD-9728/NADPH/PROTON//REDUCED-MENAQUINONE/NADP.48.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-CPD0-1118/NADH/PROTON//CPD0-2061/NAD.37.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-CPD0-1118/NADPH/PROTON//CPD0-2061/NADP.39.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-DEMETHYLMENAQUINONE/NADH/PROTON//CPD-12115/NAD.47.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-DEMETHYLMENAQUINONE/NADPH/PROTON//CPD-12115/NADP.49.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-UBIQUINONE-8/NADH/PROTON//CPD-9956/NAD.39.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7386-UBIQUINONE-8/NADPH/PROTON//CPD-9956/NADP.41.,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7387,-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7387 (reverse),-4.0,-4.0,4.342727686266486e-05,9.000000000000043,False,Old Reactions
RXN0-7389,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7389 (reverse),-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7390,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7390-CPD0-2701//N-ACETYL-BETA-D-MANNOSAMINE/PYRUVATE.48.,-4.0,-4.0,4.342727686266486e-05,4.342727686266486e-05,False,Old Reactions
RXN0-7391,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7392,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7392-CPD0-2705/WATER//CPD-13469/N-ACETYL-BETA-D-GLUCOSAMINE.55.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7392-CPD0-2705/WATER//CPD-13469/N-acetyl-D-glucosamine.50.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7392-CPD0-2705/WATER//D-GLUCOSAMINE-6-P/N-ACETYL-BETA-D-GLUCOSAMINE.63.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7395,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7397,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7398,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-7399-CPD-9728/PROTON/HYDROGEN-MOLECULE//REDUCED-MENAQUINONE/PROTON.62.,-4.0,-4.0,-4.0,-4.0,False,New Reactions
RXN0-7406,-4.0,-4.0,-4.0,-4.0,False,Old Reactions
RXN0-742,4.445070932855703,4.4450707770033215,4.445070773963835,4.445070777006654,4.224610749567582,Old Reactions
